,ent_num,Add_num,Address,City/State/Province/Postal Code,Country,Add_remarks
2115,8932,10712,c/o IBADAN LTDA.,"Tulua, Valle",Colombia,
2116,8932,10713,c/o ILOVIN S.A.,Bogota,Colombia,
2117,8932,10714,c/o INDUSTRIAS DEL ESPIRITU SANTO S.A.,"Malambo, Atlantico",Colombia,
2118,8932,10715,c/o INTERNATIONAL FREEZE DRIED S.A.,Bogota,Colombia,
2119,8932,10716,c/o INVERSIONES AGUILA LTDA.,"La Union, Valle",Colombia,
2120,8932,10717,c/o INVERSIONES GRAME LTDA.,"La Union, Valle",Colombia,
2121,8932,10718,c/o INVERSIONES LOS POSSO LTDA. S.C.S.,"La Union, Valle",Colombia,
2122,8932,10719,c/o INVERSIONES SANTA CECILIA S.C.S.,"La Union, Valle",Colombia,
2123,8932,10720,c/o INVERSIONES SANTA MONICA LTDA.,"La Union, Valle",Colombia,
2124,8932,10721,c/o JOSAFAT S.A.,"Tulua, Valle",Colombia,
2125,8932,10722,c/o MACEDONIA LTDA.,"La Union, Valle",Colombia,
2126,8932,10723,c/o PANAMERICANA LTDA.,Cali,Colombia,
2127,8932,10724,c/o RAMAL S.A.,Bogota,Colombia,
2128,8932,10725,c/o SALIM S.A.,"La Union, Valle",Colombia,
2129,8932,10726,c/o SALOME GRAJALES Y CIA. LTDA.,Bogota,Colombia,
2130,8932,10727,c/o SOCIEDAD DE NEGOCIOS SAN AGUSTIN LTDA.,"La Union, Valle",Colombia,
2131,8932,10728,c/o TRANSPORTES DEL ESPIRITU SANTO S.A.,"La Union, Valle",Colombia,
2132,8932,11519,c/o FRUTAS DE LA COSTA S.A.,"Malambo, Atlantico",Colombia,
2133,8932,13449,c/o CONFECCIONES LINA MARIA LTDA.,"La Union, Valle",Colombia,
2134,8932,13450,c/o FUNDACION CENTRO FRUTICOLA ANDINO,"La Union, Valle",Colombia,
2135,8932,13451,c/o FUNDACION CENTRO DE INVESTIGACION HORTIFRUTICOLA DE COLOMBIA,"La Union, Valle",Colombia,
2136,8935,10741,Carrera 15 No. 33A-53,Cali,Colombia,
2137,8935,10742,c/o INVERSIONES SANTA CECILIA S.C.S.,"La Union, Valle",Colombia,
2138,8935,10743,c/o INVERSIONES SANTA MONICA LTDA.,"La Union, Valle",Colombia,
2139,8936,10745,c/o INVERSIONES SANTA CECILIA S.C.S.,"La Union, Valle",Colombia,
2140,8936,10746,c/o INVERSIONES SANTA MONICA LTDA.,"La Union, Valle",Colombia,
2141,8938,10753,c/o AGUSTIN GRAJALES Y CIA. LTDA.,"La Union, Valle",Colombia,
2142,8938,10754,c/o FREXCO S.A.,"La Union, Valle",Colombia,
2143,8938,10755,c/o GRAJALES S.A.,"La Union, Valle",Colombia,
2144,8938,10756,c/o INVERSIONES GRAME LTDA.,"La Union, Valle",Colombia,
2145,8938,10757,c/o SOCIEDAD DE NEGOCIOS SAN AGUSTIN LTDA.,"La Union, Valle",Colombia,
2146,8938,13462,c/o FUNDACION CENTRO FRUTICOLA ANDINO,"La Union, Valle",Colombia,
2147,8938,13463,c/o FUNDACION CENTRO DE INVESTIGACION HORTIFRUTICOLA DE COLOMBIA,"La Union, Valle",Colombia,
2148,8940,10761,c/o IBADAN LTDA.,"Tulua, Valle",Colombia,
2149,8940,10762,c/o INVERSIONES AGUILA LTDA.,"La Union, Valle",Colombia,
2150,8942,10769,Transversal 13A No. 123-10 Int. 2 apt. 203,Bogota,Colombia,
2151,8944,10787,Calle 14 No. 18-62,"La Union, Valle",Colombia,
2152,8944,10788,Calle 14 No. 18-64,"La Union, Valle",Colombia,
2153,8944,10789,Carrera 16 No. 13-29 Piso 2,"La Union, Valle",Colombia,
2154,8944,10790,Carrera 16 No. 13-31,"La Union, Valle",Colombia,
2155,8944,10791,c/o ALMACAES S.A.,Bogota,Colombia,
2156,8944,10792,c/o GRAJALES S.A.,"La Union, Valle",Colombia,
2157,8944,10793,c/o HOTEL LOS VINEDOS,"La Union, Valle",Colombia,
2158,8944,10794,c/o ILOVIN S.A.,Bogota,Colombia,
2159,8944,10795,c/o TRANSPORTES DEL ESPIRITU SANTO S.A.,"La Union, Valle",Colombia,
2160,8944,13472,c/o DOXA S.A.,"La Union, Valle",Colombia,
2161,8944,13473,c/o FUNDACION CENTRO DE INVESTIGACION HORTIFRUTICOLA DE COLOMBIA,"La Union, Valle",Colombia,
2162,8944,13474,c/o MANUFACTURAS REAL S.A.,Bogota,Colombia,
2163,8948,10817,c/o INDUSTRIAS AGROPECUARIAS EL EDEN S.A.,"Higueronal Torti, Darien",Panama,
2164,8949,10819,c/o INDUSTRIAS AGROPECUARIAS EL EDEN S.A.,"Higueronal Torti, Darien",Panama,
2165,8951,10827,c/o CASA GRAJALES S.A.,"La Union, Valle",Colombia,
2166,8951,10828,c/o FREXCO S.A.,"La Union, Valle",Colombia,
2167,8951,10829,c/o GRAJALES S.A.,"La Union, Valle",Colombia,
2168,8951,10830,c/o IBADAN LTDA.,"Tulua, Valle",Colombia,
2169,8951,10831,c/o INVERSIONES AGUILA LTDA.,"La Union, Valle",Colombia,
2170,9329,11486,,Mosul,Iraq,
2171,9329,11487,,Az Zabadani,Syria,
2172,9330,11489,,Damascus,Syria,
2173,9330,11490,"Al-Shahid Street, Al-Mahata Neighborhood",Az Zabadani,Syria,
2174,9330,11491,,,Yemen,
2175,9331,11493,,Bludan,Syria,
2176,9331,11507,"Mutanabi Area, Al Monsur",Baghdad,Iraq,
2177,9332,11495,,,Iraq,
2178,9332,11496,"Al-Shahid Street, Al-Mahata Neighborhood",Az Zabadani,Syria,
2179,9332,11497,"Fuad Dawod Farm, Az Zabadani",Damascus,Syria,
2180,9333,11500,"AL-MUZANNAR ST, AL-NASIR AREA","Gaza City, Gaza",Palestinian,
2181,9333,11501,,"Jenin, West Bank",Palestinian,
2182,9333,11502,,"Bethlehem, West Bank",Palestinian,
2183,9333,11503,,"Ramallah, West Bank",Palestinian,
2184,9333,11504,,"Tulkarm, West Bank",Palestinian,
2185,9333,11505,,,Lebanon,
2186,9333,11506,P.O. BOX 398,"Hebron, West Bank",Palestinian,
2187,9334,11508,,,,
2188,9335,11509,,"Manzanillo, Colima",Mexico,
2189,9337,11511,,,Mexico,
2190,9338,11512,Calle Mina No. 15,"Saucillo, Chihuahua",Mexico,
2191,9338,11693,c/o AUTO EXPRESS DORADOS S.A. DE C.V.,"Saucillo, Chihuahua",Mexico,
2192,9338,11694,c/o DEL NORTES CARNES FINAS SAN IGNACIO S.A. DE C.V.,,Mexico,
2193,9338,11695,c/o INMOBILIARIA EL ESCORPION DEL NORTE S.A. DE C.V.,,Mexico,
2194,9338,11696,c/o CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.,,Mexico,
2195,9338,11697,"Carretera Camargo-Ojinaga Km. 2, La Aurora","Camargo, Chihuahua",Mexico,
2196,9338,11698,c/o CORRALES SAN IGNACIO L.L.C.,"Presidio, TX",United States,
2197,9338,11988,"c/o RIO GRANDE STOCKYARDS, INC.","Presidio, TX",United States,
2198,9339,11513,Avenida Sexta No. 68,"Saucillo, Chihuahua",Mexico,
2199,9339,11688,c/o AUTO EXPRESS DORADOS S.A. DE C.V.,"Saucillo, Chihuahua",Mexico,
2200,9339,11689,c/o DEL NORTES CARNES FINAS SAN IGNACIO S.A. DE C.V.,,Mexico,
2201,9339,11690,c/o INMOBILIARIA EL ESCORPION DEL NORTE S.A. DE C.V.,,Mexico,
2202,9339,11691,c/o CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.,,Mexico,
2203,9339,11692,c/o CORRALES SAN IGNACIO L.L.C.,"Presidio, TX",United States,
2204,9339,11987,"c/o RIO GRANDE STOCKYARDS, INC.","Presidio, TX",United States,
2205,9340,11514,,Hong Kong,China,
2206,9341,11515,"Calle Clavel No. 1406, Colonia Margarita","Culiacan, Sinaloa",Mexico,
2207,9341,11516,,"Hermosillo, Sonora",Mexico,
2208,9342,11548,,,Syria,
2209,9343,11525,,Damascus,Syria,
2210,9344,11528,,,Bolivia,
2211,9345,11532,Central District,Pyongyang,"Korea, North",
2212,9345,26782,,Beijing,China,
2213,9345,26783,,Moscow,Russia,
2214,9345,26784,,Tehran,Iran,
2215,9345,26785,,Damascus,Syria,
2216,9346,11534,Saemul 1-Dong Pyongchon District,Pyongyang,"Korea, North",
2217,9347,11536,Pot'onggang District,Pyongyang,"Korea, North",
2218,9347,11537,"Rakwon-dong, Pothonggang District",Pyongyang,"Korea, North",
2219,9348,11539,"Langare Street, Nobonyad Square",Tehran,Iran,
2220,9349,11541,Damavand Tehran Highway,Tehran,Iran,
2221,9349,26149,P.O. Box 16595-159,Tehran,Iran,
2222,9349,26150,"No. 5, Eslami St., Golestane Sevvom St., Pasdaran St.",Tehran,Iran,
2223,9350,11543,,Tehran,Iran,
2224,9352,11547,P.O. Box 4470,Damascus,Syria,
2225,9353,11550,"Fuad Dawod Farm, Az Zabadani",Damascus,Syria,
2226,9353,11551,,Beirut,Lebanon,
2227,9354,11553,"Al-Shahid Street, Al-Mahata Neighborhood",Az Zabadani,Syria,
2228,9354,11554,,,Yemen,
2229,9356,11559,"vicolo S. Rocco, n. 10 - Casalbuttano",Cremona,Italy,
2230,9357,11561,"viale Cambonino, 5/B",Cremona,Italy,
2231,9358,11565,"via Europa, 4 - Paderno Ponchielli",Cremona,Italy,
2232,9359,11567,,Chegutu,Zimbabwe,
2233,9360,11569,,Nyamandlovu,Zimbabwe,
2234,9361,11571,,Shamva,Zimbabwe,
2235,9362,11573,,Chegutu,Zimbabwe,
2236,9364,11577,"7 Cowie Road, Tynwald",Harare,Zimbabwe,
2237,9364,11618,P.O. Box 6996,Harare,Zimbabwe,
2238,9365,11579,,Chegutu,Zimbabwe,
2239,9367,11583,,Marondera,Zimbabwe,
2240,9368,11585,,Mashvingo,Zimbabwe,
2241,9369,11587,,Insiza,Zimbabwe,
2242,9371,11591,,Mazowe,Zimbabwe,
2243,9372,11593,,Mashvingo,Zimbabwe,
2244,9374,11597,,Gutu,Zimbabwe,
2245,9375,11599,,,Zimbabwe,
2246,9377,11603,,Chegutu,Zimbabwe,
2247,9378,11605,,Mashonaland,Zimbabwe,
2248,9380,11609,,,Zimbabwe,
2249,9381,11611,,Mashvingo,Zimbabwe,
2250,9383,11615,,Marondera,Zimbabwe,
2251,9384,11617,,Umguza,Zimbabwe,
2252,9385,11620,,"Tijuana, Baja California",Mexico,
2253,9386,11622,"Ave. Azueta 11750, Col. Libertad","Tijuana, Baja California CP 22400",Mexico,
2254,9387,11624,"Avenida Juan Sarabia, Calle 8106, Zona Central","Tijuana, Baja California CP 22000",Mexico,
2255,9388,11626,"Paseo Coronado No. 964, Fraccionamiento El Mirador","Tijuana, Baja California",Mexico,
2256,9388,11627,"c/o FARMACIA VIDA SUPREMA, S.A. DE C.V., Boulevard Agua Caliente 1381, Revolucion","Tijuana, Baja California Norte 22400",Mexico,
2257,9390,11635,"Ave. De los Angeles #5183-4, Fracc. Las Palmas","Tijuana, Baja California",Mexico,
2258,9390,11636,"c/o KONTROLES ELECTRONICOS DE BAJA CALIFORNIA, S.A. DE C.V., Ave. Azueta 11750, Col. Libertad","Tijuana, Baja California CP 22400",Mexico,
2259,9391,11638,"Padre Mayorga No. 106, Fraccionamiento Las Californias","Tijuana, Baja California",Mexico,
2260,9391,11639,"c/o DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V., Av. Rio Nazas 1202, Col. Revolucion","Tijuana, Baja California CP 22400",Mexico,
2261,9391,11640,"c/o FORPRES, S.C.","Tijuana, Baja California",Mexico,
2262,9392,11678,c/o GASOLINERAS SAN FERNANDO S.A. DE C.V.,Saucillo,Mexico,
2263,9392,11679,c/o INDIO VITORIO S. DE P.R. DE R.L. DE C.V.,Saucillo,Mexico,
2264,9392,11680,,,Mexico,
2265,9393,11676,c/o GASOLINERAS SAN FERNANDO S.A. DE C.V.,Saucillo,Mexico,
2266,9393,11677,Avenida Novena No. 47,"Saucillo, Chihuahua",Mexico,
2267,9394,11672,c/o CHIHUAHUA FOODS S.A. DE C.V.,Cuauhtemoc,Mexico,
2268,9394,11673,c/o INDIO VITORIO S. DE P.R. DE R.L. DE C.V.,Saucillo,Mexico,
2269,9394,11674,c/o INMOBILIARIA EL PRESON S.A. DE C.V.,Chihuahua,Mexico,
2270,9394,11675,Calle Sierra San Diego No. 2502,"Chihuahua, Chihuahua",Mexico,
2271,9395,11670,c/o CAMBIOS PALMILLA S.A. DE C.V.,Hidalgo del Parral,Mexico,
2272,9395,11671,Calle Decima No. 14,"Hidalgo del Parral, Chihuahua",Mexico,
2273,9396,11668,c/o CAMBIOS PALMILLA S.A. DE C.V.,Hidalgo del Parral,Mexico,
2274,9396,11669,Calle Decima No. 14,"Hidalgo del Parral, Chihuahua",Mexico,
2275,9397,11664,c/o DEL NORTES CARNES FINAS SAN IGNACIO S.A. DE C.V.,Chihuahua,Mexico,
2276,9397,11665,c/o INMOBILIARIA EL ESCORPION DEL NORTE S.A. DE C.V.,Chihuahua,Mexico,
2277,9397,11666,c/o INMOBILIARIA EL PRESON S.A. DE C.V.,Chihuahua,Mexico,
2278,9397,11667,Calle 16 No. 4016,"Chihuahua, Chihuahua",Mexico,
2279,9398,11661,c/o AUTO EXPRESS DORADOS S.A. DE C.V.,Saucillo,Mexico,
2280,9398,11662,c/o GASOLINERAS SAN FERNANDO S.A. DE C.V.,Saucillo,Mexico,
2281,9398,11663,5th & Mina No. 10,"Saucillo, Chihuahua",Mexico,
2282,9399,11655,c/o AUTO EXPRESS DORADOS S.A. DE C.V.,Saucillo,Mexico,
2283,9399,11656,c/o INMOBILIARIA EL PRESON S.A. DE C.V.,Chihuahua,Mexico,
2284,9399,11657,c/o CHIHUAHUA FOODS S.A. DE C.V.,Cuauhtemoc,Mexico,
2285,9399,11658,c/o INDIO VITORIO S. DE P.R. DE R.L. DE C.V.,Saucillo,Mexico,
2286,9399,11659,Avenida Octava No. 72,"Saucillo, Chihuahua",Mexico,
2287,9399,11660,Calle Sierra San Diego No. 2502,"Fraccionamiento Santa Fe Chihuahua, Chihuahua",Mexico,
2288,9400,11654,,"Saucillo, Chihuahua",Mexico,
2289,9401,11653,,"Cuauhtemoc, Chihuahua",Mexico,
2290,9402,11652,Domicilio en Ejido Ancon de Carros,"Saucillo, Chihuahua",Mexico,
2291,9403,11648,Calle Francisco Moreno S/N,"Hidalgo del Parral, Chihuahua 33800",Mexico,
2292,9403,11649,Calle Maclovio Herrera 97A,"Hidalgo del Parral, Chihuahua 33800",Mexico,
2293,9403,11650,Avenida Ortiz Mena 34A,"Hidalgo del Parral, Chihuahua 33800",Mexico,
2294,9403,11651,"Carretera Santa Barbara KM 3, Colonia Almancena","Hidalgo del Parral, Chihuahua 33800",Mexico,
2295,9404,11646,"Avenida 3A y Calle Mina, Colonia Centro","Saucillo, Chihuahua",Mexico,
2296,9404,11647,,"Ciudad Camargo, Chihuahua",Mexico,
2297,9405,11645,,"Chihuahua, Chihuahua",Mexico,
2298,9406,11644,,"Chihuahua, Chihuahua",Mexico,
2299,9407,11643,,"Chihuahua, Chihuahua",Mexico,
2300,9408,11641,Panamericana 110 Colonia Altavista,"Saucillo, Chihuahua C.P. 33620",Mexico,
2301,9408,11642,Avenida Cristobal Colon,"Saucillo, Chihuahua",Mexico,
2302,9410,11685,,,Mexico,
2303,9410,12758,c/o CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.,"Saucillo, Chihuahua",Mexico,
2304,9410,12759,c/o CORRALES SAN IGNACIO L.L.C.,"Presidio, TX",United States,
2305,9411,12757,c/o CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.,"Saucillo, Chihuahua",Mexico,
2306,9411,12879,"Calle 11, 1815 Plana Centro","Chihuahua, Chihuahua CP 31000",Mexico,
2307,9412,11683,,,Mexico,
2308,9412,12756,c/o CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.,"Saucillo, Chihuahua",Mexico,
2309,9414,11681,,,Mexico,
2310,9414,12754,c/o CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.,"Saucillo, Chihuahua",Mexico,
2311,9415,11700,Al-Akkad Street,Damascus,Syria,
2312,9417,11703,,,,
2313,9421,11707,,,,
2314,9426,11717,2 Honeybear Lane,Borrowdale,Zimbabwe,
2315,9432,11722,,,,
2316,9435,11726,,,,
2317,9440,11732,,,,
2318,9443,11735,,,,
2319,9444,11736,,,,
2320,9445,11737,,,,
2321,9446,11738,,,,
2322,9447,11739,,,,
2323,9448,11740,,,,
2324,9451,11744,,,United Arab Emirates,
2325,9463,11981,"7 Tay Road, Vainona",Borrowdale,Zimbabwe,
2326,9465,11759,"321 Ard-Na-Lea Close, Glen Lorne",Chisipite,Zimbabwe,
2327,9468,11821,,,,
2328,9469,11766,,,,
2329,9473,11770,,,,
2330,9478,11775,,,,
2331,9480,11778,,,United Kingdom,
2332,9483,11781,,,,
2333,9484,11782,,,,
2334,9485,11783,,,,
2335,9486,11784,,,,
2336,9488,11786,,,,
2337,9491,11814,1 Uplands Close,Highlands,Zimbabwe,
2338,9493,11791,,,,
2339,9496,11794,,,,
2340,9500,11799,6B Honeybear Lane,Borrowdale,Zimbabwe,
2341,9504,11804,,,,
2342,9506,11806,,,,
2343,9513,11815,,,,
2344,9515,11820,"2 Tender Road, Highlands",Harare,Zimbabwe,
2345,9516,11819,"2 Tender Road, Highlands",Harare,Zimbabwe,
2346,9518,11986,"31 Honey Bear Lane, Borrowdale",Harare,Zimbabwe,
2347,9519,11827,,Pyongyang,"Korea, North",
2348,9520,11829,,Pyongyang,"Korea, North",
2349,9521,11831,"Rakwon-dong, Pothonggang District",Pyongyang,"Korea, North",
2350,9523,11835,"Rakwon-dong, Pothonggang District",Pyongyang,"Korea, North",
2351,9524,11837,"Rakwon-dong, Pothonggang District",Pyongyang,"Korea, North",
2352,9525,11839,"Rakwon-dong, Pothonggang District",Pyongyang,"Korea, North",
2353,9526,11841,,"Hamhung, South Hamgyong Province","Korea, North",
2354,9526,11842,Man gyongdae-kuyok,Pyongyang,"Korea, North",
2355,9526,11843,Mangyungdae-gu,Pyongyang,"Korea, North",
2356,9527,11845,Mangungdae-gu,Pyongyang,"Korea, North",
2357,9527,11846,Mangyongdae District,Pyongyang,"Korea, North",
2358,9527,11847,Central District,Pyongyang,"Korea, North",
2359,9528,11927,c/o SIAM NICE COMPANY LTD.,Bangkok,Thailand,
2360,9529,11925,c/o A-TEAM CHEMICALS COMPANY LTD.,Bangkok,Thailand,
2361,9529,11926,c/o PLUS TECH AUTO SUPPLY COMPANY LTD.,Bangkok,Thailand,
2362,9530,11923,c/o BANGKOK ARTI-FLORA DESIGN LIMITED PARTNERSHIP,Bangkok,Thailand,
2363,9530,11924,c/o BANGKOK SILK FLOWER COMPANY LTD.,Bangkok,Thailand,
2364,9531,11921,c/o PROGRESS SURAWEE COMPANY LTD.,Bangkok,Thailand,
2365,9531,11922,c/o SCORE COMMERCIAL COMPANY LTD.,Bangkok,Thailand,
2366,9532,11919,c/o BANGKOK ARTI-FLORA DESIGN LIMITED PARTNERSHIP,Bangkok,Thailand,
2367,9532,11920,c/o BANGKOK SILK FLOWER COMPANY LTD.,Bangkok,Thailand,
2368,9533,11911,c/o HATKAEW COMPANY LTD.,Bangkok,Thailand,
2369,9533,11912,c/o KRADUMPORN IMPORT EXPORT COMPANY LTD.,Chiang Rai,Thailand,
2370,9533,11913,c/o MAESAI K.D.P. COMPANY LTD.,Chiang Rai,Thailand,
2371,9533,11914,c/o PROGRESS SURAWEE COMPANY LTD.,Bangkok,Thailand,
2372,9533,11915,c/o RUNGRIN COMPANY LTD.,Bangkok,Thailand,
2373,9533,11916,c/o SCORE COMMERCIAL COMPANY LTD.,Bangkok,Thailand,
2374,9533,11917,c/o SIAM NICE COMPANY LTD.,Bangkok,Thailand,
2375,9533,11918,c/o V.R. FRUIT COMPANY,Chiang Mai,Thailand,
2376,9534,11901,c/o HATKAEW COMPANY LTD.,Bangkok,Thailand,
2377,9534,11902,c/o KRADUMPORN IMPORT EXPORT COMPANY LTD.,Chiang Rai,Thailand,
2378,9534,11903,c/o MAESAI K.D.P. COMPANY LTD.,Chiang Rai,Thailand,
2379,9534,11904,c/o NICE FANTASY GARMENT COMPANY LTD.,Bangkok,Thailand,
2380,9534,11905,c/o PLUS TECH AUTO SUPPLY COMPANY LTD.,Bangkok,Thailand,
2381,9534,11906,c/o PROGRESS SURAWEE COMPANY LTD.,Bangkok,Thailand,
2382,9534,11907,c/o RATTANA VICHAI COMPANY LTD.,Bangkok,Thailand,
2383,9534,11908,c/o RUNGRIN COMPANY LTD.,Bangkok,Thailand,
2384,9534,11909,c/o SCORE COMMERCIAL COMPANY LTD.,Bangkok,Thailand,
2385,9534,11910,c/o SIAM NICE COMPANY LTD.,Bangkok,Thailand,
2386,9535,11892,c/o A-TEAM CHEMICALS COMPANY LTD.,Bangkok,Thailand,
2387,9535,11893,c/o HATKAEW COMPANY LTD.,Bangkok,Thailand,
2388,9535,11894,c/o MAESAI K.D.P. COMPANY LTD.,Chiang Rai,Thailand,
2389,9535,11895,c/o NICE FANTASY GARMENT COMPANY LTD.,Bangkok,Thailand,
2390,9535,11896,c/o PLUS TECH AUTO SUPPLY COMPANY LTD.,Bangkok,Thailand,
2391,9535,11897,c/o RATTANA VICHAI COMPANY LTD.,Bangkok,Thailand,
2392,9535,11898,c/o RUNGRIN COMPANY LTD.,Bangkok,Thailand,
2393,9535,11899,c/o SIAM NICE COMPANY LTD.,Bangkok,Thailand,
2394,9535,11900,c/o V.R. FRUIT COMPANY,Chiang Mai,Thailand,
2395,9536,11885,c/o HATKAEW COMPANY LTD.,Bangkok,Thailand,
2396,9536,11886,c/o MAESAI K.D.P. COMPANY LTD.,Chiang Rai,Thailand,
2397,9536,11887,c/o NICE FANTASY GARMENT COMPANY LTD.,Bangkok,Thailand,
2398,9536,11888,c/o RUNGRIN COMPANY LTD.,Bangkok,Thailand,
2399,9536,11889,c/o SCORE COMMERCIAL COMPANY LTD.,Bangkok,Thailand,
2400,9536,11890,c/o SIAM NICE COMPANY LTD.,Bangkok,Thailand,
2401,9536,11891,c/o V.R. FRUIT COMPANY,Chiang Mai,Thailand,
2402,9537,11878,c/o BANGKOK ARTI-FLORA DESIGN LIMITED PARTNERSHIP,Bangkok,Thailand,
2403,9537,11879,c/o GREEN CAR RENT LIMITED PARTNERSHIP,Bangkok,Thailand,
2404,9537,11880,c/o HATKAEW COMPANY LTD.,Bangkok,Thailand,
2405,9537,11881,c/o NICE FANTASY GARMENT COMPANY LTD.,Bangkok,Thailand,
2406,9537,11882,c/o PROGRESS SURAWEE COMPANY LTD.,Bangkok,Thailand,
2407,9537,11883,c/o RUNGRIN COMPANY LTD.,Bangkok,Thailand,
2408,9537,11884,c/o SCORE COMMERCIAL COMPANY LTD.,Bangkok,Thailand,
2409,9538,11870,c/o HATKAEW COMPANY LTD.,Bangkok,Thailand,
2410,9538,11871,c/o NICE FANTASY GARMENT COMPANY LTD.,Bangkok,Thailand,
2411,9538,11872,c/o PLOYDAENG JEWELRY SHOP,Bangkok,Thailand,
2412,9538,11873,c/o PROGRESS SURAWEE COMPANY LTD.,Bangkok,Thailand,
2413,9538,11874,c/o RATTANA VICHAI COMPANY LTD.,Bangkok,Thailand,
2414,9538,11875,c/o RUNGRIN COMPANY LTD.,Bangkok,Thailand,
2415,9538,11876,c/o SCORE COMMERCIAL COMPANY LTD.,Bangkok,Thailand,
2416,9538,11877,c/o SIAM NICE COMPANY LTD.,Bangkok,Thailand,
2417,9539,11869,"391/6 - 391/9 Soi Santi Thetsaban, Ratchada Phisek Road, Lat Yao precinct, Chatuchak district",Bangkok,Thailand,
2418,9540,11868,"125 Mu 2, Tambon Mae Kha, Hang Dong district",Chiang Mai,Thailand,
2419,9541,11867,"273 Soi Thiam Ruammit, Ratchada Phisek Road, Huai Khwang district",Bangkok,Thailand,
2420,9542,11866,"273 Soi Thiam Ruammit, Ratchada Phisek Road, Huai Khwang district",Bangkok,Thailand,
2421,9543,11865,"275 Soi Thiam Ruammit, Ratchada Phisek Road, Huai Khwang district",Bangkok,Thailand,
2422,9544,11864,"339 Soi Lat Phrao 23, Lat Phrao Road, Chatuchak district",Bangkok,Thailand,
2423,9545,11863,"275 Soi Thiam Ruammit, Ratchada Phisek Road, Huai Khwang district",Bangkok,Thailand,
2424,9546,11862,"273 Thiam Ruammit Road, Huai Khwang district",Bangkok,Thailand,
2425,9547,11861,"4/1-2 Ratdamri Road, World Trade Center, 1st Floor, Room B135, Lumphini precinct, Pathum Wan district",Bangkok,Thailand,
2426,9547,11969,"4/1-2 Rajdamri Road, Central World Plaza, Pathumwan",Bangkok,Thailand,
2427,9548,11860,"4 Mu 1, Tambon Wiang Phang Kham, Mae Sai district",Chiang Rai,Thailand,
2428,9549,11859,"4 Mu 1, Tambon Wiang Phang Kham, Mae Sai district",Chiang Rai,Thailand,
2429,9550,11858,"275 Soi Thiam Ruammit, Ratchada Phisek Road, Huai Khwang district",Bangkok,Thailand,
2430,9551,11857,"445/11 Soi Ramkamhaeng, 39 Lat Phrao Road, Wang Thong Lang, Bang Kapi district",Bangkok,Thailand,
2431,9552,11856,"277-279 Soi Thiam Ruammit, Ratchada Phisek Road, Huai Khwang district",Bangkok,Thailand,
2432,9553,11855,"812/89 Ratchada Phisek Road, Din Daeng precinct, Huai Khwang district",Bangkok,Thailand,
2433,9554,11854,"95/53 Soi Lasal, Sukhumwit 105 Road, Bang Na, Phra Khanong district",Bangkok,Thailand,
2434,9557,11932,,,,
2435,9559,11962,Carrera 71 No. 10 Bis 103,Cali,Colombia,
2436,9559,11963,"Avenida 4O No. 6-140, Apt. 1301",Cali,Colombia,
2437,9559,11964,Calle 62 No. 4C-18,Cali,Colombia,
2438,9559,11965,"Carrera 72 No. 10 bis 21, Apt. 303",Cali,Colombia,
2439,9559,11966,Carrera 16 No. 21N-02,Armenia,Colombia,
