,ent_num,alt_num,alt_type,alt_name,alt_remarks
4149,12529,13423,aka,"AVENDANO LOPEZ, Martin",
4150,12529,13424,aka,"AVENDANO, Mariano",
4151,12529,13425,aka,"NARANJO, Carlos",
4152,12534,13453,aka,"AYACHE, Hassan Mohamad",
4153,12534,13454,aka,"AYASH, Hassan",
4154,12534,13455,aka,"AYASH, Hassane",
4155,12534,13456,aka,"AYASH, Hassan Muhammad",
4156,12534,13457,aka,"AYACH, Hassan",
4157,12535,13452,aka,"AYACHE, Mahmoud Hassan",
4158,12540,13439,aka,"JOUMAA, Aiman",
4159,12540,13440,aka,"JOUMAA, Eiman",
4160,12540,13441,aka,"JOMAA, Aymen",
4161,12540,13442,aka,"JOUMHA, Aymen",
4162,12540,13443,aka,"JOMAA, Aymen Saeid",
4163,12540,13444,aka,"JOMAA KHARFAN, Aiman Said",
4164,12544,13434,aka,ELESSA EXCHANGE,
4165,12544,13435,aka,ELISSA EXCHANGE,
4166,12545,13427,aka,HASSAN AYAS PARTNER EXCHANGE CO,
4167,12545,13428,aka,AYASH XCHANGE CO.,
4168,12545,13429,aka,AYASH EXCHANGE COMPANY SARL,
4169,12545,13431,aka,MAKDESSI SAYRAFI COMPANY,
4170,12545,13432,aka,HASSANE AYASH EXCHANGE CO. SARL,
4171,12545,13433,aka,HASSAN AYACH EXCHANGE,
4172,12550,13458,aka,MACPAR MAKINA,
4173,12551,13460,aka,STEP ISTANBUL,
4174,12551,13461,aka,STANDART TEKNIK PARCA SAN VE TIC A.S.,
4175,12551,13463,aka,STEP STANDARD TECHNICAL COMPONENTS INDUSTRY AND TRADING CORPORATION,
4176,12551,13470,aka,STANDARD TECHNICAL COMPONENT INDUSTRY AND TRADE COMPANY,
4177,12551,13471,aka,STEP S.A.,
4178,12552,13464,aka,MULTIMAT DOMESTIC AND FOREIGN TRADE MARKETING LTD.,
4179,12552,13465,aka,MULTIMAT TEHRAN,
4180,12554,13468,aka,MACHINE PARDAZAN LTD.,
4181,12554,13469,aka,MACHINE PARDAZAN CO. LTD.,
4182,12561,13472,aka,"HAQQANI, Khalil ur Rahman",
4183,12561,13473,aka,"HAQQANI, Khaleel",
4184,12561,13474,aka,"HAQQANI, Khalil Ahmad",
4185,12562,13475,aka,"'ABD-AL-SALAM, Sa'id Jan",
4186,12562,13476,aka,"'ABDALLAH, Qazi",
4187,12562,13477,aka,"ABDULLAH, Qazi",
4188,12562,13478,aka,"WALID, Ibrahim",
4189,12562,13479,aka,"ZAIN KHAN, Dilawar Khan",
4190,12562,13480,aka,"SA'ID JAN, Qasi",
4191,12562,13481,aka,"JHAN, Said",
4192,12562,13482,aka,"KHAN, Farhan",
4193,12562,13483,aka,"CAIRO, Aziz",
4194,12577,13503,aka,"ERDEM, Selahattin",
4195,12580,13504,fka,GREEN LEAF TRADING LLC,
4196,12581,13505,aka,NEW ANSARI MONEY SERVICES PROVIDER,
4197,12581,13506,aka,NAWI ANSARI LTD,
4198,12581,13507,aka,NEW ANSARI COMPANY,
4199,12587,13512,aka,"ANSARI, Haji Abdullah",
4200,12587,13513,aka,"BARAKZAI, Haji Abdullah",
4201,12592,13517,aka,"MOHAMMED KUL, Mohammed Nour",
4202,12592,13518,aka,"MOHAMED KOL, Mohammed Noor",
4203,12595,13519,aka,"HAJI ABDUL QAYOUM, Eisa Jon",
4204,12595,13520,aka,"HAJI ABDUL QAYOUM, Eisa Jan",
4205,12596,13521,aka,"JA'FARI-DOLATABADI, Abbas",
4206,12596,13522,aka,"JA'AFARI DOLATABADI, Abbas",
4207,12596,13523,aka,"JAFARI-DOLATABADI, Abbas",
4208,12596,13524,aka,"JAFARI DOLAT-ABADI, Abbas",
4209,12596,13525,aka,"JAFARI DOVLATABADI, Abbas",
4210,12596,13526,aka,"JA'FARI-DOWLATABADI, Abbas",
4211,12596,13527,aka,"JAFARI DOWLATABADI, Abbas",
4212,12597,13528,aka,"BASHIR, Abdul Rahim",
4213,12597,13529,aka,"BA'ASYIR, 'Abd Al-Rahim",
4214,12597,13530,aka,"BASHIR, 'Abd Al-Rahim",
4215,12597,13531,aka,"BA'ASYIR, Abdurrahim",
4216,12597,13532,aka,"BASHIR, Abdurrahim",
4217,12597,13533,aka,"BA'ASYIR, Abdul Rachim",
4218,12597,13534,aka,"BASHIR, Abdul Rachim",
4219,12597,13535,aka,"BA'ASYIR, Abdul Rochim",
4220,12597,13536,aka,"BASHIR, Abdul Rochim",
4221,12597,13537,aka,"BA'ASYIR, Abdurochim",
4222,12597,13538,aka,"BASHIR, Abdurochim",
4223,12597,13539,aka,"BA'ASYIR, Abdurrochim",
4224,12597,13540,aka,"BASHIR, Abdurrochim",
4225,12597,13541,aka,"BA'ASYIR, Abdurrahman",
4226,12597,13542,aka,"BASHIR, Abdurrahman",
4227,12598,13543,aka,"ABDURRAHMAN, Mohammad Jibril",
4228,12598,13544,aka,"ABDUL RAHMAN, Muhammad Jibriel",
4229,12598,13545,aka,"ABDURRAHMAN, Mohammad Jibriel",
4230,12598,13546,aka,"ARDHAN, Muhamad Ricky",
4231,12598,13547,aka,"ARDHAN BIN MUHAMMAD IQBAL, Muhammad Ricky",
4232,12598,13548,aka,"ARDHAN BIN ABU JIBRIL, Muhammad Ricky",
4233,12599,13551,aka,"PATEK, Omar",
4234,12599,13552,aka,"KECIL, Umar",
4235,12599,14445,aka,"ARSALAN, Mike",
4236,12599,14446,aka,"BIN ZEIN, Hisyam",
4237,12599,14447,aka,"JAFAR, Anis Alawi",
4238,12600,13557,aka,"SHAYESTEH, Bahrami Ali",
4239,12600,13558,aka,"JADALI, Bahrami Ali",
4240,12602,13559,aka,INTERCONTINENTAL BAUMASCHINEN,
4241,12605,13566,aka,SEKHTA EPANASTATON,
4242,12605,13567,aka,SEKTA EPANASTATON,
4243,12605,13568,aka,SECTA EPANASTATON,
4244,12605,13569,aka,REVOLUTIONARIES SECT,
4245,12605,13570,aka,REBEL SECT,
4246,12605,13571,aka,ARMED STRUGGLE FOR REVOLUTIONARY INDEPENDENCE SECT OF REVOLUTIONARIES,
4247,12606,13573,aka,"AL-QADHAFI, Muammar Abu Minyar",
4248,12606,13574,aka,"GADDAFI, Mu'ammar",
4249,12606,13575,aka,"GADDAFI, Muammar",
4250,12606,13576,aka,"AL-GADDAFI, Muammar",
4251,12606,13577,aka,"GHADAFFI, Muammar Muhammad",
4252,12606,13578,aka,"ELKADDAFI, Muammar",
4253,12606,13579,aka,"EL-QADDAFI, Muammar",
4254,12606,13580,aka,"AL-QADHAFI, Muammar",
4255,12606,13581,aka,"QADDAFI, Muammar",
4256,12606,13582,aka,"GADHAFI, Muammar",
4257,12606,13583,aka,"GHATHAFI, Muammar",
4258,12607,13584,aka,"GADDAFI, Khamis",
4259,12607,13585,aka,"AL-QADHAFI, Khamis",
4260,12607,13586,aka,"GHADAFFI, Khamis",
4261,12607,13587,aka,"AL-GADDAFI, Khamis",
4262,12607,13588,aka,"ELKADDAFI, Khamis",
4263,12607,13589,aka,"EL-QADDAFI, Khamis",
4264,12607,13590,aka,"QADDAFI, Khamis",
4265,12607,13591,aka,"GADHAFI, Khamis",
4266,12607,13592,aka,"GHATHAFI, Khamis",
4267,12607,13621,aka,AL-QADHAFI,
4268,12608,13593,aka,"AL-QADHAFI, Saif al-Islam",
4269,12608,13594,aka,"GADDAFI, Saif al-Islam",
4270,12608,13595,aka,"EL-QADDAFI, Seif al-Islam",
4271,12608,13597,aka,"GHADAFFI, Saif al-Islam",
4272,12608,13598,aka,"AL-GADDAFI, Saif al-Islam",
4273,12608,13599,aka,"ELKADDAFI, Saif al-Islam",
4274,12608,13600,aka,"QADDAFI, Saif al-Islam",
4275,12608,13601,aka,"GADHAFI, Saif al-Islam",
4276,12608,13602,aka,"GHATHAFI, Saif al-Islam",
4277,12609,13603,aka,"QADDAFI, Mutassim",
4278,12609,13604,aka,"AL-GADDAFI, Mutassim",
4279,12609,13605,aka,"GADHAFI, Mutassim Billah",
4280,12609,13606,aka,"AL-QADHAFI, Mutassim",
4281,12609,13607,aka,"ELKADDAFI, Mutassim",
4282,12609,13608,aka,"GHADAFFI, Mutassim",
4283,12609,13609,aka,"EL-QADDAFI, Mutassim",
4284,12609,13610,aka,"GHATHAFI, Mutassim",
4285,12609,13611,aka,"QADHAFI, Mutassim",
4286,12609,13625,aka,"GADDAFI, Mutassim",
4287,12610,13612,aka,"AL-GADDAFI, Ayesha",
4288,12610,13613,aka,"GADHAFI, Aisha",
4289,12610,13614,aka,"GHATHAFI, Aisha Muammer",
4290,12610,13615,aka,"AL-QADHAFI, Aisha",
4291,12610,13616,aka,"GHADAFFI, Aisha",
4292,12610,13617,aka,"ELKADDAFI, Aisha",
4293,12610,13618,aka,"QADHAFI, Aisha",
4294,12610,13619,aka,"EL-QADDAFI, Aisha",
4295,12610,13620,aka,"QADDAFI, Aisha",
4296,12610,13622,aka,"GHATHAFI, Aisha",
4297,12610,45365,aka,"QADHAFI, Aisha Muammar Muhammed Abu Minyar",
4298,12610,45371,aka,"GADDAFI, Ayesha",
4299,12624,13626,aka,"ISHAKZAI, Haji Lal Jan",
4300,12624,13627,aka,"ISHAQZAI, Hajji Lal Jan",
4301,12624,13628,aka,"ISHAQZAI, Haji Lal Jan Muslim",
4302,12625,13913,aka,"KOLBAEV, Kamchibek",
4303,12625,13914,aka,"KOLBAYEV, Kamchy",
4304,12625,13915,aka,"KOLBAYEV, Kamchi",
4305,12625,13931,aka,"KOLBAYEV, Kamchibek",
4306,12625,36606,aka,"KOLBAEV, Kamchi",
4307,12625,36607,aka,"ASANBEK, Kamchy",
4308,12625,36608,aka,"ASANBEK, Kamchi",
4309,12625,36609,aka,"KAMCHI, Asanbeka",
4310,12626,13629,aka,"FARKASH AL-BARASSI, Safia",
4311,12627,13630,aka,"QADDAFI, Hannibal",
4312,12627,13631,aka,"AL-QADHAFI, Hannibal",
4313,12627,13632,aka,"GADDAFI, Hannibal Muammar",
4314,12627,13633,aka,"QADHAFI, Hannibal Muammar",
4315,12627,13634,aka,"AL-GADDAFI, Hannibal",
4316,12627,13635,aka,"GHADAFFI, Hannibal",
4317,12627,13636,aka,"ELKADDAFI, Hannibal",
4318,12627,13637,aka,"EL-QADDAFI, Hannibal",
4319,12627,13638,aka,"GHATHAFI, Hannibal",
4320,12628,13639,aka,"QADDAFI, Muhammad",
4321,12628,13640,aka,"AL-GADDAFI, Muhammad",
4322,12628,13641,aka,"GADHAFI, Mohammed",
4323,12628,13642,aka,"AL-QADHAFI, Mohammed",
4324,12628,13643,aka,"GADHAFFI, Mohammad Moammar",
4325,12628,13644,aka,"QADHAFI, Mohammed Muammar",
4326,12628,13645,aka,"ELKADDAFI, Muhammad",
4327,12628,13646,aka,"EL-QADDAFI, Muhammad",
4328,12628,13648,aka,"GHATHAFI, Muhammad",
4329,12629,13649,aka,"GADHAFI, Saadi",
4330,12629,13650,aka,"AL-QADHAFI, Sa'adi Mu'ammar",
4331,12629,13651,aka,"QADHAFI, Saadi",
4332,12629,13652,aka,"QADDAFI, Saadi",
4333,12629,13653,aka,"AL-GADDAFI, Saadi",
4334,12629,13654,aka,"ELKADDAFI, Saadi",
4335,12629,13655,aka,"EL-QADDAFI, Saadi",
4336,12629,13656,aka,"GHATHAFI, Saadi",
4337,12631,13660,aka,"GADHAFI, Saif Al-Arab",
4338,12631,13661,aka,"GADDAFI, Seif Al-Arab",
4339,12631,13662,aka,"AL-QADHAFI, Saif Al-Arab",
4340,12631,13663,aka,"QADHAFI, Saif Al-Arab",
4341,12631,13664,aka,"QADDAFI, Saif Al-Arab",
4342,12631,13665,aka,"AL-GADDAFI, Saif Al-Arab",
4343,12631,13666,aka,"ELKADDAFI, Saif Al-Arab",
4344,12631,13667,aka,"EL-QADDAFI, Saif Al-Arab",
4345,12631,13668,aka,"GHATHAFI, Saif Al-Arab",
4346,12632,13669,aka,"DOURDA, Abu Zaid Omar",
4347,12632,13670,aka,"DORDA, Abouzid Omar",
4348,12632,13671,aka,"DURDA, Abu Zeid Omar",
4349,12632,13672,aka,"DORDA, Bu Zaid",
4350,12632,13673,aka,"DORDA, Abu Zayd Umar",
4351,12632,45366,aka,"ABUZED OE, Dorda",
4352,12633,13674,aka,"MATUQ, Matuq Muhammad",
4353,12633,13675,aka,"MATOUK, Matouk Mohamed",
4354,12634,13676,aka,"JABER, Abu Bakr Yunis",
4355,12635,13677,aka,"SENUSSI, Abdullah",
4356,12667,13742,aka,"DE GARIKOITZ ASPIAZU URBINA, Miguel",
4357,12668,13745,aka,"DE FRUTOS, Joseba Inaki Reta",
4358,12668,13746,aka,"FRUIT, Joseba Inaki Reta",
4359,12669,13747,aka,"ASSIRI, Ibrahim Hassan Tali",
4360,12669,13748,aka,"'ASIRI, Ibrahim Hasan Tali'A",
4361,12669,13749,aka,"AL-'ASIRI, Ibrahim Hasan Tali",
4362,12669,13750,aka,"AL-'ASIRI, Ibrahim",
4363,12669,13751,aka,"AL ASIRI, Ibrahim Hassan",
4364,12684,13796,aka,"AL-ZULAYTINI, Abd-Al-Hafid Mahmud",
4365,12684,13797,aka,"ZLITNI, Abdul Hafiz",
4366,12684,13798,aka,"ZLITNI, Abdelhafidh",
4367,12684,13799,aka,"ZLITNI, Abdul Hafid",
4368,12684,13800,aka,"ZLITNI, Abdulhafid Mahmoud",
4369,12684,13801,aka,"ZLEITNI, Abdel-Hafez",
4370,12685,13802,aka,GADDAFI INTERNATIONAL FOUNDATION FOR CHARITY ORGANISATIONS,
4371,12688,13804,aka,"BASHIR, Bashir Saleh",
4372,12688,13805,aka,"SALEH, Bashir",
4373,12689,13806,aka,"KHALED, Al-Tohamy",
4374,12689,13807,aka,"KHALED, al-Tuhami",
4375,12689,13808,aka,"AL-TUHAMI, Khaled",
4376,12690,13809,aka,"MAHMUDI, Baghdadi",
4377,12696,13813,aka,TONGBANG U'NHAENG,
4378,12696,13814,aka,TONGBANG BANK,
4379,12696,13815,aka,DONGBANG BANK,
4380,12722,13826,aka,"MAMLUK, 'Ali",
4381,12724,13828,aka,"NAJEEB, Atef",
4382,12724,13832,aka,"NAJIB, Atef",
4383,12725,13829,aka,"ASSAD, Maher",
4384,12725,13830,aka,"ASSAD, Mahar",
4385,12725,45744,aka,"AL-ASAD, Mahir",
4386,12726,13831,aka,IDERAT AL-AMN AL-'AMM,
4387,12727,13833,aka,SAZMAN-E MOGHAVEMAT-E BASIJ,
4388,12727,13835,aka,BASIJ-E MELLI,
4389,12727,13836,aka,BASEEJ,
4390,12727,13838,aka,MOBILIZATION OF THE OPPRESSED ORGANIZATION,
4391,12727,13839,fka,SAZMAN BASIJ MELLI,
4392,12727,13841,fka,VAHED-E BASIJ-E MOSTAZAFEEN,
4393,12727,13947,aka,BASIJ,
4394,12727,42213,aka,ISLAMIC REVOLUTION GUARDS CORPS RESISTANCE FORCE,
4395,12727,42217,aka,SAZEMAN-E BASIJ-E MOSTAZAFAN,
4396,12727,42218,aka,VAHED-E BASIJ MOSTAZA'FEEN,
4397,12727,42219,aka,NIROOYE MOGHAVEMATE BASIJ,
4398,12727,42220,aka,NIRUYEH MOGHAVEMAT BASIJ,
4399,12727,42233,aka,BASIJ RESISTANCE FORCES,
4400,12733,13844,aka,JAISH AL-ISLAM,
4401,12733,13845,aka,JAYSH AL-ISLAM,
4402,12735,13846,aka,"AL-ASAD, Bashar",
4403,12735,13847,aka,"ASSAD, Bashar",
4404,12735,13848,aka,"AL ASSAD, Bashar Hafez",
4405,12736,13849,aka,"AL-SHARA, Farouq",
4406,12736,13850,aka,"AL SHARAA, Farouk",
4407,12736,13851,aka,"AL-SHARAA, Farouk",
4408,12736,13852,aka,"SHARAA, Farouk",
4409,12737,13853,aka,"SAFR, Adil",
4410,12738,13854,aka,"MAHMOUD, Ali Muhammad Habib",
4411,12738,13855,aka,"MAHMUD, Ali Habib",
4412,12738,13856,aka,"HABIB, Ali",
4413,12740,13863,aka,"AL-SHA'AR, Muhammad Ibrahim",
4414,12740,13864,aka,"AL-CHAAR, Mohammad Ibrahim",
4415,12740,13865,aka,"AL-SHAAR, Muhammad Ibrahim",
4416,12740,13866,aka,"AL-SHAAR, Mohammed Ibrahim",
4417,12741,13867,aka,AIR FORCE INTELLIGENCE DIRECTORATE,
4418,12741,13868,aka,IDARAT AL-MUKHABARAT AL-JAWIYYA,
4419,12742,13869,aka,BA'ATH PARTY NATIONAL SECURITY BUREAU,
4420,12742,13870,aka,MAKTAB AL-AMN AL-QAWMI,
4421,12743,50764,aka,SHU'BAT AL-MUKHABARAT AL-'ASKARIYYA,
4422,12743,50765,aka,SYRIAN MILITARY INTELLIGENCE,
4423,12744,13871,aka,CHAM INVESTMENT GROUP,
4424,12744,13889,aka,AL SHAM COMPANY,
4425,12744,13890,aka,SHAM HOLDING COMPANY SAL,
4426,12744,13899,aka,AL-SHAM COMPANY,
4427,12745,13873,aka,BENA,
4428,12745,13898,aka,BANNA PROPERTIES,
4429,12746,13874,aka,AL MASHREK FUND,
4430,12746,13875,aka,AL MASHREK HOLDING,
4431,12746,13894,aka,AL MASHRIQ INVESTMENT FUND,
4432,12746,13895,aka,AL MASHRIQ HOLDING,
4433,12748,13880,aka,"QUDSIYAH, Abd-al-Fatah",
4434,12748,13882,aka,"QUDSIAH, Abdulfatah",
4435,12749,13883,aka,"ZAYTUN, Muhammad Dib",
4436,12749,13884,aka,"ZEITOUN, Mohammed Dib",
4437,12750,13888,aka,"HANSURI, Muhammad Muhawad",
4438,12751,13900,aka,"FELIX FELIX, Manuel",
4439,12751,13901,aka,"TORRES, Manuel J",
4440,12751,13902,aka,"TORRES FELIX, Manuel De Jesus",
4441,12751,13903,aka,"TORRES, Manuel Felix",
4442,12752,13907,aka,"LEON ANDRADE, Bernabe",
4443,12752,13908,aka,"ARAUJO INZUNZA, Gonzalo",
4444,12756,13918,aka,IMIRAT KAVKAZ,
4445,12756,13919,aka,IMARAT KAVKAZ,
4446,12756,13920,aka,ISLAMIC EMIRATE OF THE CAUCASUS,
4447,12762,13932,aka,"MOGHADDAM, Ismail Ahmadi",
4448,12762,13933,aka,"MOGHADDAM, Esameel Ahmadi",
4449,12762,13934,aka,"AHMADI-MOGHADDAM, Esma'il",
4450,12762,13935,aka,"AHMADI-MOQADDAM, Esma'il",
4451,12762,23041,aka,"AHMADI MOGHADDAM, Esma'il",
4452,12762,23042,aka,"AHMADI MOGHADAM, Ismail",
4453,12762,23043,aka,"AHMADI-MOGHADDAM, Esmail",
4454,12763,13936,aka,IRAN'S LAW ENFORCEMENT FORCES,
4455,12763,13937,aka,NIRUYIH INTIZAMIYEH JUMHURIYIH ISLAMIYIH IRAN,
4456,12763,13938,aka,NAJA,
4457,12763,13939,aka,IRANIAN POLICE,
4458,12783,13960,aka,"BELLOZO RODRIGUEZ, Daniel",
4459,12784,13959,aka,"BELLOZO RODRIGUEZ, Miguel Angel",
4460,12786,13953,aka,"VAZQUEZ HERNANDEZ, Alfredo",
4461,12786,13954,aka,"VASQUES HERNANDEZ, Alfredo",
4462,12786,13956,aka,"BAZAN OROZCO, Alberto",
4463,12787,13961,aka,"AL-GHAMDI, Al Umairah",
4464,12787,13962,aka,"AL-GHAMDI, Uthman",
4465,12787,13963,aka,"AL-GHAMIDI, Uthman",
4466,12787,13964,aka,"AL-GHAMDI, Uthman Ahmad Uthman",
4467,12787,13965,aka,"AL-OMIRAH, Othman Ahmed Othman",
4468,12788,13966,aka,"BAQBANI, Qolam Reza",
4469,12788,13967,aka,"BAQBANI, Mohammad Akhusa",
4470,12793,13982,aka,"SHAHRYARI, Behnam",
4471,12793,13983,aka,"SHAHRIARI, Behnam",
4472,12795,13984,aka,"AGHA, Zia",
4473,12795,13985,aka,"AHMAD, Noor",
4474,12795,13986,aka,"AHMED, Noor",
4475,12795,13987,aka,"AGHA SAYEED, Sia",
4476,12796,13988,aka,"KUCHI, Ahmed Jan",
4477,12796,13989,aka,"ZADRAN, Ahmed Jan",
4478,12797,13990,aka,"RABI, Fazal",
4479,12797,13991,aka,"RABBI, Faisal",
4480,12798,13992,aka,"AMAN, Mohammed",
4481,12798,13993,aka,"OMAN, Mullah Mohammed",
4482,12798,13994,aka,"NOORZAI, Mullah Mad Aman Ustad",
4483,12802,14007,aka,MEHR EGHTESAD IRANIAN INVESTMENT COMPANY,
4484,12802,14008,aka,MEHR IRANIAN ECONOMY COMPANY,
4485,12802,14009,aka,MEHR IRANIAN ECONOMY INVESTMENTS,
4486,12802,14010,fka,TEJARAT TOSE'E EQTESADI IRANIAN,
4487,12802,39465,aka,MEHR EQTESAD IRANIAN INVESTMENT COMPANY,
4488,12803,14011,aka,TIDE WATER MIDDLE EAST MARINE SERVICE,
4489,12803,14012,aka,TIDEWATER CO. (MIDDLE EAST MARINE SERVICES),
4490,12803,14013,aka,TIDE WATER COMPANY,
4491,12803,24486,aka,FARAZ ROYAL QESHM LLC,
4492,12812,14026,aka,"HASAN, Jamil",
4493,12813,14027,aka,POLITICAL SECURITY DEPARTMENT,
4494,12813,14028,aka,IDARAT AL-'AMN AL-SIYYASI,
4495,12816,14031,aka,BORYOKUDAN,
4496,12816,14032,aka,GOKUDO,
4497,12823,14044,aka,"AL-AMRIKI, Abu Mansour",
4498,12823,14045,aka,"AL-AMRIKI, Abu Mansur",
4499,12823,14046,aka,"AL-AMRIKI, Abu Mansuur",
4500,12823,14049,aka,"HAMMAMI, Umar",
4501,12823,14099,aka,"HAMMAMI, Omar Shafik",
4502,12824,14050,aka,"ADAM, Sheikh Hassaan Hussein",
4503,12824,14051,aka,"HUSSEIN, Sheikh Hassaan",
4504,12824,14052,aka,"OMAR, Hassan Mahad",
4505,12837,14063,aka,"AL-'AJAMI, 'Ali Hasan",
4506,12837,14064,aka,"AL-'AJMI, Abu al-Hassan",
4507,12837,14065,aka,"AL-'AJMI, 'Ali Hassan 'Ali",
4508,12837,14067,aka,"AL-YAMI, 'Ali Abu Hasan",
4509,12837,14068,aka,"AL-YAMI, Hassan",
4510,12837,14069,aka,"AL-YAMI, Husayn",
4511,12839,14071,aka,"AL KUWARI, Salim Hassan Khalifa Rashid",
4512,12839,14072,aka,"AL KAWARI, Salim Hasan Khalifa",
4513,12839,14073,aka,"AL-KOWARI, Salim",
4514,12839,14074,aka,"AL-KUWARI, Salem",
4515,12840,14075,aka,"AL-KHAWAR, Abdullah Ghalib Mahfuz Muslim",
4516,12840,14076,aka,"KHAWAR, Abdullah Ghanem Mahfouz Muslim",
4517,12840,14077,aka,"KHOWAR, Abdullah",
4518,12840,14078,aka,"AL-KHOWAR, Abdullah",
4519,12841,14079,aka,"KHALIL, Izz al-Din Abd al-Farid",
4520,12841,14080,aka,"AL-SURI, Yasin",
4521,12841,14081,aka,"AL-SURI, Yaseen",
4522,12841,14082,aka,"AL-ABADIN, Zayn",
4523,12842,14083,aka,"MUHAMMADI, Omid",
4524,12842,14084,aka,"MUHAMMADI, 'Umid 'Abd al-Majid Muhammad 'Aziz",
4525,12843,14092,aka,"AL-LIBI, 'Atiyah 'Abd al-Rahman",
4526,12843,14093,aka,"AL-SHITAYWI, Jamal Ibrahim Muhammad",
4527,12843,14094,aka,"AL-SHTIWI, Jamal",
4528,12843,14095,aka,"AL-SHITIWI, Jamal",
4529,12843,14096,aka,"AL-SHATIWI, Jamal",
4530,12845,14100,aka,"HAMSHU, Muhammad Sabir",
4531,12845,14101,aka,"HAMSHO, Mohammed Saber",
4532,12845,14102,aka,"HAMSHO, Mohammad",
4533,12845,14103,aka,"HAMCHO, Mohamed",
4534,12845,14104,aka,"HAMSHOU, Mohammed",
4535,12846,14105,aka,HAMSHO GROUP INTERNATIONAL,
4536,12846,14106,aka,HAMSHO GROUP,
4537,12846,14107,aka,HAMSHO INTERNATIONAL,
4538,12846,14108,aka,HAMCHO INTERNATIONAL,
4539,12860,14153,aka,NAFTAN OJSC,
4540,12860,14154,aka,NAFTAN,
4541,12860,14155,fka,NAFTAN PROIZVODSTVENNOYE OBYEDINENYE,
4542,12860,14156,fka,NAFTAN PRODUCTION ASSOCIATION,
4543,12861,14157,aka,GRODNO AZOT,
4544,12861,14158,fka,GPO AZOT OJSC,
4545,12861,14159,fka,GRODNESKOYE PROZVODSTVENNOYE OBYEDINENYE AZOT,
4546,12861,14160,fka,RUP GRODNENSKOYE PO AZOT,
4547,12861,14168,fka,RUP GPO AZOT,
4548,12862,14161,aka,JSC GRODNO KHIMVOLOKNO,
4549,12862,14162,aka,GRODNO KHIMVOLOKNO JSC,
4550,12862,14163,aka,GRODNO CHEMICAL FIBRE OJSC,
4551,12863,14164,aka,BELSHINA OJSC,
4552,12863,14165,aka,BELSHINA TYRE WORKS OAO,
4553,12863,14166,aka,JSC BELSHINA,
4554,12863,14167,fka,RUP BELORUSSKY SHINNY KOMBINAT BELSHINA,
4555,12864,14170,aka,"DUGHMUSH, Mumtaz Muhammad Jum'ah",
4556,12864,14171,aka,"DAGHMASH, Mumtaz Muhammad Jum'ah",
4557,12864,14172,aka,"DUGHMISH, Mumtaz Muhammad Jum'ah",
4558,12864,14173,aka,"DAGHMASH, Mumtaz",
4559,12868,14181,aka,"KARIM, Ali Abdul",
4560,12868,14182,aka,"ABD-AL-KARIM, Ali",
4561,12868,14183,aka,"ABD-AL-KARIM ALI, Ali",
4562,12868,14184,aka,"KARIM ALI, Ali Abdel",
4563,12868,14185,aka,"ABDULKARIM ALI, Ali",
4564,12868,14186,aka,"ABDULKARIM, Ali",
4565,12870,14189,aka,SYRIAN CRUDE OIL TRANSPORTATION COMPANY,
4566,12872,14190,aka,"SELASSIE, Ta'ame Abraham",
4567,12872,14191,aka,"TA'AME, Abraham Selassie",
4568,12872,14196,aka,"GEBREDENGEL, Simon",
4569,12872,14197,aka,"SELASSIE, Te'ame Abraha",
4570,12872,14214,aka,"SELASSIE, Te'ame Abraham",
4571,12872,15022,aka,"GOITOM, Te'ame",
4572,12873,14199,aka,"NEGASH, Bitewelde Habte",
4573,12873,14200,aka,"MUSE, Abdirahim",
4574,12873,14201,aka,"NAGESH, Tewaled Holde",
4575,12873,14202,aka,"NAGASH, Tewaled Holde",
4576,12873,14205,aka,"MUSA, Abdirahman",
4577,12873,14206,aka,"MUSE, Abdirahman",
4578,12873,14207,aka,"NEGASH, Emanuel",
4579,12873,14208,aka,"MUSA, Abdirahim",
4580,12873,14209,aka,"NEGASH, Ole",
4581,12873,14210,aka,"MEHAREN, Senay Beraki",
4582,12873,14211,aka,"KIDANE, Amanuel",
4583,12873,14212,aka,"NEGASH, Tewold Habte",
4584,12873,15023,aka,"NEGASH, Tewelde Habte",
4585,12880,14257,aka,"MUALLEM, Walid",
4586,12880,14258,aka,"AL-MOUALEM, Walid",
4587,12880,14259,aka,"AL-MUALEM, Walid",
4588,12880,14260,aka,"AL-MUALLEM, Walid",
4589,12880,14261,aka,"MUHI EDDINE MOALLEM, Walid",
4590,12880,14262,aka,"MOALLEM, Walid",
4591,12880,14263,aka,"AL-MOUALLEM, Walid",
4592,12881,14264,aka,"SHAABAN, Buthaina",
4593,12888,14268,aka,"SHEIKH YAHYA, Abu Yahya",
4594,12888,14269,aka,"AL SAHRAWI, Abu Yahya Yunis",
4595,12888,14270,aka,"QA'ID, Hasan Muhammad Abu Bakr",
4596,12888,14271,aka,"QAYED, Muhammad Hassan",
4597,12888,14272,aka,"ABU BAKAR, Mohammad Hassan",
4598,12888,14273,aka,"QA'ID, Hasan",
4599,12888,14274,aka,"AL-LIBI, Muhammad Hasan",
4600,12888,14275,aka,"RASHID, Abu Yunus",
4601,12889,14276,aka,"SALEM, Abdarrahmane ould Mohamed el Houcein ould Mohamed",
4602,12889,14282,aka,"SALEM, Mohamed",
4603,12889,14283,aka,"JELIL, Youssef Ould Abdel",
4604,12889,14284,aka,"GHADER, El Hadj Ould Abdel",
