,ent_num,alt_num,alt_type,alt_name,alt_remarks
0,36,12,aka,AERO-CARIBBEAN,
1,173,57,aka,AVIA IMPORT,
2,306,220,aka,NATIONAL BANK OF CUBA,
3,540,471,aka,COIBA,
4,552,475,aka,CRYMSA,
5,555,477,aka,COPROVA,
6,555,478,aka,COPROVA SARL,
7,559,481,aka,CIMEX,
8,651,556,aka,DELVEST HOLDING COMPANY,
9,735,583,aka,CUBANA AIRLINES,
10,751,600,aka,CARIBBEAN EXPORT ENTERPRISE,
11,758,613,aka,CUBATUR,
12,815,641,aka,GALAX INC.,
13,906,46100,aka,"HAVANA INTERNATIONAL BANK, LTD",
14,1287,888,aka,CUFLET,
15,1287,889,aka,CUBAN FREIGHT ENTERPRISE,
16,2109,1409,aka,"TROVER, S.A.",
17,2110,1410,aka,TROPICANA TOURS GMBH,
18,2674,1795,aka,"ZAYDAN, Muhammad",
19,2676,4760,aka,"AL-ZAWAHIRI, Ayman",
20,2676,4761,aka,"SALIM, Ahmad Fuad",
21,2676,4787,aka,"AL-ZAWAHIRI, Aiman Muhammad Rabi",
22,2677,1796,aka,"ZUMAR, Colonel Abbud",
23,2680,1797,aka,"HABASH, George",
24,2681,1798,aka,"HAWATMEH, Nayif",
25,2681,1799,aka,"HAWATMAH, Nayif",
26,2681,1800,aka,"KHALID, Abu",
27,2683,1823,aka,"JIBRIL, Ahmad",
28,2686,22740,aka,"NASRALLAH, Hasan Abd-al-Karim",
29,2831,1852,aka,MIDCO FINANCIAL S.A.,
30,2831,1853,aka,MONTANA MANAGEMENT INC.,
31,3749,3331,aka,GENERAL NICKEL SA,
32,3754,3341,aka,"MARZUK, Musa Abu",
33,3754,3342,aka,"ABU-MARZUQ, Dr. Musa",
34,3754,3343,aka,"MARZOOK, Mousa Mohamed Abou",
35,3754,3344,aka,"ABU-MARZUQ, Sa'id",
36,3754,5821,aka,"MARZOUK, Musa Abu",
37,4257,3414,aka,"ABDULLAH, Dr. Ramadan",
38,4257,3415,aka,"SHALLAH, Dr. Ramadan Abdullah",
39,4257,3416,aka,"SHALLAH, Ramadan Abdalla Mohamed",
40,4307,3519,fka,"CORTEZ, Oliverio Abril",
41,4307,7795,aka,"ABRIL CORTES, Oliverio",
42,4323,3520,aka,"GUZMAN TRUJILLO, Carlos Arturo",
43,4338,5696,aka,"GOMEZ BERRIO, Holmes de Jesus",
44,4359,3565,fka,INDUSTRIA AVICOLA PALMASECA S.A.,
45,4374,3437,aka,INCOVALLE,
46,4383,3441,aka,"LLENARES REYES, Jose Ricardo",
47,4414,5703,aka,"RAMIREZ CORTES, Delia Nora",
48,4444,3446,aka,SOCOVALLE LTDA.,
49,4451,5697,aka,"VALENCIA ARIAS, John Gaby",
50,4453,5698,aka,"VALENCIA, Reinel",
51,4454,3447,aka,VALLECOM,
52,4460,5699,aka,"VILLEGAS ARIAS, Maria Deicy",
53,4493,3513,aka,IMCOMER,
54,4506,3522,aka,COMERCIALIZADORA INTERNACIONAL VALLE DE ORO S.A.,
55,4512,5700,aka,"ARIZABALETA ARZAYUS, Fanor",
56,4527,5694,aka,"GARCIA, Fredy",
57,4557,7799,aka,"SERNA DE PEREZ, Maria Norbi",
58,4564,7797,aka,"MAFLA, Carlos Obeimar",
59,4564,7798,fka,"OBEYMAR MAFLA, Carlos",
60,4579,3549,fka,AGROPECUARIA LA ROBLEDA S.A.,
61,4581,3551,fka,AGROPECUARIA BETANIA LTDA.,
62,4632,3553,aka,CENTRAL BANK OF THE ISLAMIC REPUBLIC OF IRAN,
63,4632,12046,aka,BANK MARKAZI IRAN,
64,4632,12103,aka,CENTRAL BANK OF IRAN,
65,4633,12085,aka,HOUSING BANK - OF IRAN,
66,4635,3555,aka,WORKERS' WELFARE BANK - OF IRAN,
67,4635,12051,aka,BANK REFAH,
68,4639,3557,aka,AGRICULTURAL BANK OF IRAN,
69,4639,12144,aka,BANK KESHAVARZI,
70,4642,12047,fka,IRAN OVERSEAS INVESTMENT BANK PLC,
71,4642,12048,fka,IRAN OVERSEAS INVESTMENT CORPORATION LIMITED,
72,4642,12049,fka,IRAN OVERSEAS INVESTMENT BANK LIMITED,
73,4688,3869,aka,AL HARAKAT AL ISLAMIYYA,
74,4690,3883,aka,GROUPEMENT ISLAMIQUE ARME,
75,4690,3885,aka,AL-JAMA'AH AL-ISLAMIYAH AL-MUSALLAH,
76,4691,3886,aka,AUM SUPREME TRUTH,
77,4691,3887,aka,A.I.C. SOGO KENKYUSHO,
78,4691,3888,aka,A.I.C. COMPREHENSIVE RESEARCH INSTITUTE,
79,4691,4788,aka,ALEPH,
80,4693,3893,aka,BASQUE FATHERLAND AND LIBERTY,
81,4693,5397,aka,BATASUNA,
82,4693,5398,aka,EUSKAL HERRITARROK,
83,4693,5399,aka,HERRI BATASUNA,
84,4693,5913,aka,ASKATASUNA,
85,4693,5914,aka,EKIN,
86,4693,5916,aka,XAKI,
87,4693,5917,aka,JARRAI-HAIKA-SEGI,
88,4693,5960,aka,EPANASTATIKI PIRINES,
89,4693,5961,aka,POPULAR REVOLUTIONARY STRUGGLE,
90,4694,3895,aka,ISLAMIC GROUP,
91,4694,3897,aka,AL-GAMA'AT,
92,4694,3898,aka,ISLAMIC GAMA'AT,
93,4694,3899,aka,EGYPTIAN AL-GAMA'AT AL-ISLAMIYYA,
94,4695,3900,aka,ISLAMIC RESISTANCE MOVEMENT,
95,4695,3901,aka,HARAKAT AL-MUQAWAMA AL-ISLAMIYA,
96,4695,3902,aka,STUDENTS OF AYYASH,
97,4695,3903,aka,STUDENTS OF THE ENGINEER,
98,4695,3904,aka,YAHYA AYYASH UNITS,
99,4695,3905,aka,IZZ AL-DIN AL-QASSIM BRIGADES,
100,4695,3906,aka,IZZ AL-DIN AL-QASSIM FORCES,
101,4695,3907,aka,IZZ AL-DIN AL-QASSIM BATTALIONS,
102,4695,3908,aka,IZZ AL-DIN AL QASSAM BRIGADES,
103,4695,3909,aka,IZZ AL-DIN AL QASSAM FORCES,
104,4695,3910,aka,IZZ AL-DIN AL QASSAM BATTALIONS,
105,4696,4357,aka,HARAKAT UL-ANSAR,
106,4696,4755,aka,HARAKAT UL-MUJAHIDIN,
107,4696,5181,aka,AL-FARAN,
108,4696,5182,aka,AL-HADID,
109,4696,5183,aka,AL-HADITH,
110,4696,5918,aka,JAMIAT UL-ANSAR,
111,4696,26372,aka,ANSAR-UL-UMMAH,
112,4697,3915,aka,PARTY OF GOD,
113,4697,3916,aka,ISLAMIC JIHAD,
114,4697,3917,aka,ISLAMIC JIHAD ORGANIZATION,
115,4697,3918,aka,REVOLUTIONARY JUSTICE ORGANIZATION,
116,4697,3919,aka,ORGANIZATION OF THE OPPRESSED ON EARTH,
117,4697,3920,aka,ISLAMIC JIHAD FOR THE LIBERATION OF PALESTINE,
118,4697,3921,aka,ORGANIZATION OF RIGHT AGAINST WRONG,
119,4697,3922,aka,ANSAR ALLAH,
120,4697,3923,aka,FOLLOWERS OF THE PROPHET MUHAMMED,
121,4697,35541,aka,LEBANESE HIZBALLAH,
122,4697,35542,aka,LEBANESE HEZBOLLAH,
123,4697,35549,aka,HIZBALLAH ESO,
124,4697,35550,aka,HIZBALLAH INTERNATIONAL,
125,4697,35553,aka,EXTERNAL SECURITY ORGANIZATION OF HEZBOLLAH,
126,4700,3931,aka,REPRESSION OF TRAITORS,
127,4700,3932,aka,DIKUY BOGDIM,
128,4700,3933,aka,DOV,
129,4700,3934,aka,STATE OF JUDEA,
130,4700,3935,aka,COMMITTEE FOR THE SAFETY OF THE ROADS,
131,4700,3936,aka,SWORD OF DAVID,
132,4700,3937,aka,JUDEA POLICE,
133,4700,3938,aka,KAHANE LIVES,
134,4700,3939,aka,KFAR TAPUAH FUND,
135,4700,3940,aka,THE JUDEAN VOICE,
136,4700,4359,aka,FOREFRONT OF THE IDEA,
137,4700,4360,aka,THE QOMEMIYUT MOVEMENT,
138,4700,4362,aka,THE JUDEAN LEGION,
139,4700,4363,aka,THE WAY OF THE TORAH,
140,4700,4364,aka,THE YESHIVA OF THE JEWISH IDEA,
141,4700,4365,aka,KOACH,
142,4700,4789,aka,KACH,
143,4700,5919,aka,NEW KACH MOVEMENT,
144,4700,5920,aka,NEWKACH.ORG,
145,4700,5921,aka,KAHANE,
146,4700,5922,aka,YESHIVAT HARAV MEIR,
147,4700,5923,aka,THE INTERNATIONAL KAHANE MOVEMENT,
148,4700,5924,aka,KAHANE.ORG,
149,4700,5925,aka,JEWISH IDEA YESHIVA,
150,4700,5927,aka,KAHANETZADAK.COM,
151,4700,5928,aka,KAHANE TZADAK,
152,4700,5929,aka,THE HATIKVA JEWISH IDENTITY CENTER,
153,4700,5930,aka,THE RABBI MEIR DAVID KAHANE MEMORIAL FUND,
154,4700,5931,aka,THE JEWISH IDEA YESHIVA,
155,4700,5932,aka,FRIENDS OF THE JEWISH IDEA YESHIVA,
156,4700,5933,aka,JUDEAN CONGRESS,
157,4700,5934,aka,JEWISH LEGION,
158,4700,5935,aka,THE VOICE OF JUDEA,
159,4700,5936,aka,NO'AR MEIR,
160,4700,5937,aka,MEIR'S YOUTH,
161,4700,5938,aka,AMERICAN FRIENDS OF YESHIVAT RAV MEIR,
162,4700,5939,aka,AMERICAN FRIENDS OF THE UNITED YESHIVA,
163,4700,5940,aka,THE COMMITTEE AGAINST RACISM AND DISCRIMINATION,
164,4702,3943,aka,PKK,
165,4702,3944,aka,PARTIYA KARKERAN KURDISTAN,
166,4702,4790,aka,THE PEOPLE'S DEFENSE FORCE,
167,4702,4791,aka,HALU MESRU SAVUNMA KUVVETI,
168,4702,5282,aka,FREEDOM AND DEMOCRACY CONGRESS OF KURDISTAN,
169,4702,5283,aka,KADEK,
170,4702,5284,aka,KURDISTAN FREEDOM AND DEMOCRACY CONGRESS,
171,4702,6059,aka,KURDISTAN PEOPLE'S CONGRESS,
172,4702,6060,aka,PEOPLE'S CONGRESS OF KURDISTAN,
173,4702,6061,aka,KONGRA-GEL,
174,4702,11132,aka,KGK,
175,4703,3945,aka,LTTE,
176,4703,3946,aka,TAMIL TIGERS,
177,4703,3947,aka,ELLALAN FORCE,
178,4706,3961,aka,ELN,
179,4706,3962,aka,EJERCITO DE LIBERACION NACIONAL,
180,4707,3963,aka,PIJ-SHAQAQI FACTION,
181,4707,3964,aka,PIJ,
182,4707,3965,aka,ISLAMIC JIHAD IN PALESTINE,
183,4707,3966,aka,ISLAMIC JIHAD OF PALESTINE,
184,4707,3967,aka,ABU GHUNAYM SQUAD OF THE HIZBALLAH BAYT AL-MAQDIS,
185,4707,4345,aka,PIJ-SHALLAH FACTION,
186,4707,4346,aka,PALESTINIAN ISLAMIC JIHAD,
187,4707,4792,aka,AL-QUDS SQUADS,
188,4707,4793,aka,SAYARA AL-QUDS,
189,4707,4794,aka,AL-QUDS BRIGADES,
190,4707,4795,aka,AL-AWDAH BRIGADES,
191,4708,3968,aka,PALESTINE LIBERATION FRONT,
192,4708,3969,aka,PLF,
193,4708,3970,aka,PLF-ABU ABBAS,
194,4709,3971,aka,PFLP,
195,4709,3972,aka,RED EAGLES,
196,4709,3973,aka,RED EAGLE GROUP,
197,4709,3974,aka,RED EAGLE GANG,
198,4709,3975,aka,HALHUL GANG,
199,4709,3976,aka,HALHUL SQUAD,
200,4709,4796,aka,PALESTINIAN POPULAR RESISTANCE FORCES,
201,4709,4797,aka,PPRF,
202,4709,5953,aka,MARTYR ABU-ALI MUSTAFA BATTALION,
203,4710,3977,aka,PFLP-GC,
204,4711,3978,aka,FARC,
205,4711,3979,aka,FUERZAS ARMADAS REVOLUCIONARIAS DE COLOMBIA,
206,4713,3982,aka,DEVRIMCI HALK KURTULUS PARTISI-CEPHESI,
207,4713,3983,aka,DHKP/C,
208,4713,3984,aka,DEVRIMCI SOL,
209,4713,3985,aka,REVOLUTIONARY LEFT,
210,4713,3986,aka,DEV SOL,
211,4713,3987,aka,DEV SOL SILAHLI DEVRIMCI BIRLIKLERI,
212,4713,3988,aka,DEV SOL SDB,
213,4713,3989,aka,DEV SOL ARMED REVOLUTIONARY UNITS,
214,4714,3990,aka,EPANASTATIKOS LAIKOS AGONAS,
215,4714,3992,aka,REVOLUTIONARY POPULAR STRUGGLE,
216,4714,3993,aka,POPULAR REVOLUTIONARY STRUGGLE,
217,4714,4352,aka,ORGANIZATION OF REVOLUTIONARY INTERNATIONALIST SOLIDARITY,
218,4714,4353,aka,REVOLUTIONARY NUCLEI,
219,4714,4354,aka,REVOLUTIONARY CELLS,
220,4714,4355,aka,LIBERATION STRUGGLE,
221,4715,3994,aka,SENDERO LUMINOSO,
222,4715,3996,aka,PARTIDO COMUNISTA DEL PERU EN EL SENDERO LUMINOSO DE JOSE CARLOS MARIATEGUI (COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI),
223,4715,3997,aka,PARTIDO COMUNISTA DEL PERU (COMMUNIST PARTY OF PERU),
224,4715,3999,aka,SOCORRO POPULAR DEL PERU,
225,4715,4000,aka,SPP,
226,4715,4001,aka,EJERCITO GUERRILLERO POPULAR,
227,4715,4002,aka,EGP,
228,4715,4003,aka,EJERCITO POPULAR DE LIBERACION,
229,4715,12265,aka,COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI,
230,4715,12266,aka,COMMUNIST PARTY OF PERU,
231,4715,12267,aka,PEOPLE'S AID OF PERU,
232,4715,12268,aka,PEOPLE'S GUERRILLA ARMY,
233,4715,12269,aka,PEOPLE'S LIBERATION ARMY,
234,4717,3889,aka,DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE,
235,4717,3890,aka,DFLP,
236,4717,3891,aka,RED STAR FORCES,
237,4717,3892,aka,RED STAR BATTALIONS,
238,6330,7782,aka,"PEREZ PENA, Jaime",
239,6334,4205,aka,"NASSER DE HASBUN, Claudia Patricia",
240,6334,4206,aka,"NASSER DE HAZBUN, Claudia Patricia",
241,6339,4209,aka,DESARROLLAR LTDA.,
242,6340,4210,aka,EDIFICAR,
243,6341,4211,aka,GRANCO,
244,6343,4213,aka,HOTINCOL,
245,6345,4214,aka,INHOCAR,
246,6346,4215,aka,INHOTEL,
247,6348,4216,aka,IPRACARIBE,
248,6351,4217,fka,NEGOCIAR LTDA.,
249,6356,4219,aka,SURATEL,
250,6365,4227,aka,"BIN LADIN, Usama",
251,6365,4757,aka,"BIN LADEN, Usama",
252,6365,4771,aka,"BIN LADEN, Osama",
253,6365,4772,aka,"BIN LADIN, Osama",
254,6365,4773,aka,"BIN LADIN, Osama bin Muhammad bin Awad",
255,6366,4229,aka,ISLAMIC SALVATION FOUNDATION,
256,6366,4230,aka,THE GROUP FOR THE PRESERVATION OF THE HOLY SITES,
257,6366,4231,aka,THE ISLAMIC ARMY FOR THE LIBERATION OF THE HOLY PLACES,
258,6366,4232,aka,THE WORLD ISLAMIC FRONT FOR JIHAD AGAINST JEWS AND CRUSADERS,
259,6366,4347,aka,AL QAEDA,
260,6366,4348,aka,THE BASE,
261,6366,4349,aka,USAMA BIN LADEN NETWORK,
262,6366,4350,aka,USAMA BIN LADEN ORGANIZATION,
263,6366,4754,aka,AL QAIDA,
264,6366,4764,aka,INTERNATIONAL FRONT FOR FIGHTING JEWS AND CRUSADES,
265,6366,4765,aka,ISLAMIC ARMY FOR THE LIBERATION OF HOLY SITES,
266,6366,5954,aka,AL-JIHAD,
267,6366,5955,aka,EGYPTIAN AL-JIHAD,
268,6366,5956,aka,EGYPTIAN ISLAMIC JIHAD,
269,6366,5958,aka,NEW JIHAD,
270,6366,5959,aka,THE JIHAD GROUP,
271,6366,30488,aka,ISLAMIC ARMY,
272,6367,4317,aka,"ABDULLAH, Sheikh Taysir",
273,6367,4318,aka,"ATEF, Muhammad",
274,6367,4319,aka,"EL KHABIR, Abu Hafs el Masry",
275,6367,4758,aka,"ATIF, Muhammad",
276,6367,4759,aka,"ABU SITTA, Subhi",
277,6367,4763,aka,"ATIF, Mohamed",
278,6368,4235,aka,"ABD-AL-WAHAB, Abd-al-Hai Ahmad",
279,6368,4237,aka,"'ABD ALLAH, 'Issam 'Ali Muhammad",
280,6368,4238,aka,"AL-KAMEL, Salah 'Ali",
281,6368,4239,aka,"TAHA MUSA, Rifa'i Ahmad",
282,6368,4240,aka,THABIT 'IZ,
283,6526,4274,fka,INVHERESA S.A.,
284,6531,4276,aka,COLCERDOS LTDA.,
285,6533,4278,fka,INVERSIONES GEMINIS S.A.,
286,6535,4279,fka,CONSTRUEXITO S.A.,
287,6535,4311,fka,CONE S.A.,
288,6539,4282,aka,D'ELCON S.A.,
289,6542,4285,fka,W. HERRERA Y CIA. S. EN C.,
290,6556,4291,fka,INVERSIONES BETANIA LTDA.,
291,6556,4292,fka,INVERSIONES BETANIA S.A.,
292,6565,4300,aka,VILLA D'ARTE,
293,6636,4324,aka,ISLAMIC MOVEMENT OF TALIBAN,
294,6636,4325,aka,TAHRIKE ISLAMI'A TALIBAN,
295,6636,4326,aka,TALEBAN,
296,6636,4327,aka,TALIBAN ISLAMIC MOVEMENT,
297,6636,4328,aka,TALIBANO ISLAMI TAHRIK,
298,6659,4376,aka,"URDINOLA GRAJALES, Jairo Ivan",
299,6663,4377,aka,COMECARNES LTDA.,
300,6669,4380,aka,EXAGAN,
301,6680,4382,aka,DIAGNOSTICENTRO LA GARANTIA,
302,6703,4395,aka,"AMESCUA, Chuey",
303,6703,4397,aka,"AMEZCUA, Chuy",
304,6703,4398,aka,"AMEZCUA CONTRERAS, Jesus",
305,6703,4400,aka,"AMEZCUA, Jose de Jesus",
306,6703,4401,aka,"HERNANDEZ, Adan",
307,6704,4396,aka,"AMEZCUA, Luis",
308,6704,4403,aka,"CONTRERAS, Luis C.",
309,6704,4404,aka,"LOPEZ, Luis",
310,6704,4405,aka,"LOZANO, Eduardo",
311,6704,4406,aka,"OCHOA, Salvador",
312,6704,4407,aka,"RODRIGUEZ LOPEZ, Sergio",
313,6706,4412,aka,"COMACHO RODRIGUES, Gilberto",
314,6706,4413,aka,"TORRES MENDEZ, Ramon",
315,6707,4415,aka,"CARO QUINTERO, Raphael",
316,6708,4411,aka,"CARRILLO FUENTES, Andres",
317,6709,4417,aka,KHUN SA,
318,6709,4419,aka,"CHAN, Changtrakul",
319,6709,4420,aka,"CHANG, Shi-Fu",
320,6709,4421,aka,"CHANG, Xifu",
321,6709,4422,aka,"CHANGTRAKUL, Chan",
322,6710,4423,aka,"ZAMBA, Noel Heath",
323,6710,4424,aka,"ZAMBO, Noel Heath",
324,6712,4428,aka,"ADEMULERO, Babestan Oluwole",
325,6712,4429,aka,"BABESTAN, Wole A.",
326,6712,4430,aka,"OGUNGBUYI, Wally",
327,6712,4431,aka,"OGUNGBUYI, Wole A.",
328,6712,4432,aka,"SHOFESO, Olatude I.",
329,6712,4433,aka,"SHOFESO, Olatunde Irewole",
330,6713,4434,aka,"BABESTAN, Abeni O.",
331,6713,4435,aka,"SHOFESO, Olatutu Temitope",
332,6714,4437,aka,"CHARNCHAI, Chiwinnitipanya",
333,6714,4438,aka,"CHIVINNITIPANYA, Prasit",
334,6714,4439,aka,"CHIWINNITIPANYA, Charnchai",
335,6714,4440,aka,"PRASIT, Chivinnitipanya",
336,6714,4441,aka,"PRASIT, Cheewinnittipanya",
337,6714,4442,aka,"WEI, Shao-Kang",
338,6714,4443,aka,"WEI, Sia-Kang",
339,6714,4444,aka,"WEI, Xuekang",
340,6714,4457,aka,"CHEEWINNITTIPANYA, Prasit",
341,6722,4453,aka,M.T.T. LTDA.,
342,6823,4561,aka,"PATINO FOMEQUE, Victor Hugo",
343,6824,4562,aka,INPESCA S.A.,
344,6832,4570,aka,"ECHEVERRI HERRERA, Hernando",
345,6853,4591,aka,REAL IRISH REPUBLICAN ARMY,
346,6853,4592,aka,RIRA,
347,6853,4593,aka,32 COUNTY SOVEREIGNTY COMMITTEE,
348,6853,4594,aka,32 COUNTY SOVEREIGNTY MOVEMENT,
349,6853,4595,aka,REAL OGLAIGH NA HEIREANN,
350,6853,4596,aka,IRISH REPUBLICAN PRISONERS WELFARE ASSOCIATION,
351,6855,4597,aka,"CASTELLANOS ALVAREZ TOSTADO, Juan Jose",
352,6856,4599,aka,"AFGHAN, Shir",
353,6856,4600,aka,"KHAN, Abdullah",
354,6856,4601,aka,"AZIZ, Mohammad",
355,6856,4602,aka,"AFGHAN, Shear",
356,6857,4603,aka,"CARDENAS GULLEN, Osiel",
357,6857,4604,aka,"CARDENAS CASTILLO, Osiel",
358,6857,4605,aka,"CARDENAS GILLEN, Osiel",
359,6857,4606,aka,"CARDENAS GUILLEN, Ociel",
360,6857,4607,aka,"CARDENAS GUILLEN, Oscar",
361,6857,4608,aka,"CARDENAS GUILLEN, Oziel",
362,6857,4609,aka,"CARDENAS TUILLEN, Osiel",
363,6857,4610,aka,"SALINA AGUILAR, Jorge",
364,6857,4611,aka,"SALINAS AGUILAR, Jorge",
365,6859,4612,aka,"KHUN, Saeng",
366,6860,4613,aka,"GILBOA, Yosef",
367,6860,4614,aka,"GILBOA, Joseph Papzian",
368,6860,4615,aka,"GILBERT, Joseph",
369,6860,4616,aka,"GIL, Josef",
370,6861,4617,aka,"AREGON, Max",
371,6861,4618,aka,"GUZMAN, Chapo",
372,6861,4619,aka,"GUIERREZ LOERA, Jose Luis",
373,6861,4620,aka,"GUZMAN FERNANDEZ, Joaquin",
374,6861,4621,aka,"GUZMAN LOESA, Joaquin",
375,6861,4622,aka,"GUZMAN PADILLA, Joaquin",
376,6861,4623,aka,"GUMAN LOERAL, Joaquin",
377,6861,4624,aka,"GUZMAN, Archibaldo",
378,6861,4625,aka,"GUZMAN, Aureliano",
379,6861,4626,aka,"ORTEGA, Miguel",
380,6861,4627,aka,"RAMIREZ, Joise Luis",
381,6861,4628,aka,"CARO RODRIGUEZ, Gilberto",
382,6861,4629,aka,"GUZMAN, Joaquin Chapo",
383,6861,4630,aka,"GUZMAN LOREA, Chapo",
384,6861,4631,aka,"GUZMAN LOEIA, Joaguin",
385,6861,4632,aka,"GUZMAN, Achivaldo",
386,6861,4633,aka,"OSUNA, Gilberto",
387,6861,4634,aka,"RAMOX PEREZ, Jorge",
388,6862,4635,aka,"HAMIAH, Jamiel",
389,6862,4636,aka,"HAMEIAH, Jamel",
390,6862,4637,aka,"HAMEIAH, Mamil",
391,6862,4638,aka,"HAMEIH, Jamill",
392,6862,4639,aka,"HAMIAEH, Jamil",
393,6862,4640,aka,"HAMIE, Jamil Abdulkarim",
394,6862,4641,aka,"HAMIEAH, Jamiel",
395,6862,4642,aka,"HAMEIAH, Jamil",
396,6862,4643,aka,"HAMEIEH, Jamil",
397,6862,4644,aka,"HAMER, Jamil",
398,6862,4645,aka,"HAMIE, Jamil",
399,6862,4646,aka,"HAMIE, Jamile",
400,6862,4647,aka,"HAMIEAH, Jamil",
401,6862,4648,aka,"HAMIEH, Jamal",
402,6862,4649,aka,"HAMIEH, Jamil",
403,6862,4650,aka,"HAMIEL, Jamil",
404,6862,4651,aka,"HAMIEYYEH, Jamil",
405,6862,4652,aka,"HAMIYA, Abdul Jamil",
406,6862,4653,aka,"HAMIYYAH, Jamil",
407,6862,4654,aka,"HAMYH, Jamil",
408,6862,4655,aka,"KARIM, Jamil Abdul",
409,6862,4656,aka,"NEZAM, Abu",
410,6862,4658,aka,"HAMIEH, Mamil",
411,6862,4659,aka,"HAMIEYE, Jamil",
412,6862,4660,aka,"HAMIL, Jamil",
413,6862,4661,aka,"HAMIYE, Jamil",
414,6862,4662,aka,"HAMIYYEH, Jamil",
415,6862,4663,aka,"NAZIM, Abou",
416,6862,4664,aka,"NIZAM, Abou",
417,6864,4665,aka,"KHAN, Ali",
418,6864,4666,aka,"KHAN, Nafir Ali",
419,6864,4667,aka,"KHAN, Nazir Ali",
420,6864,4668,aka,"KHAN, Nisan Ali",
421,6864,4669,aka,"KHAN, Nisar Ali",
422,6864,4670,aka,"NASIR, Ali Khan",
423,6864,4671,aka,"NASIR, Khan Ali",
424,6865,4672,aka,"BECERRA, Martin",
425,6865,4673,aka,"BECERRA MIRELES, Martin",
426,6865,4674,aka,"MACHERBE, Oscar",
427,6865,4675,aka,"MAHLERBE, Oscar",
428,6865,4676,aka,"MALARBE, Oscar",
429,6865,4677,aka,"MALERHBE DE LEON, Oscar",
430,6865,4678,aka,"MALHARBE DE LEON, Oscar",
431,6865,4679,aka,"MALHERBE DELEON, Oscar",
432,6865,4680,aka,"MALMERBE, Oscar",
433,6865,4681,aka,"MELARBE, Oscar",
434,6865,4682,aka,"QALHARBE DE LEON, Oscar",
435,6865,4683,aka,"MAHERBE, Oscar",
436,6865,4684,aka,"MAHLERBE, Polo",
437,6865,4685,aka,"MALERBE, Oscar",
438,6865,4686,aka,"MALERVA, Oscar",
439,6865,4687,aka,"NALHERBE, Oscar",
440,6865,4688,aka,"VARGAS, Jorge",
441,6866,4689,aka,"ALCIDES MAGANA, Ramon",
442,6866,4690,aka,"ALCIDEZ MAGANA, Ramon",
443,6866,4691,aka,"ALCIDES MAYENA, Ramon",
444,6866,4692,aka,"MAGNA ALCIDEDES, Ramon",
445,6866,4693,aka,"ALCIDES MAGANE, Ramon",
446,6866,4694,aka,"ROMERO, Antonio",
447,6866,4695,aka,"GONZALEZ QUIONES, Jorge",
448,6866,4696,aka,"MAGANA, Jorge",
449,6866,4697,aka,"MAGANA ALCIDES, Ramon",
450,6866,4698,aka,"MATA, Alcides",
451,6866,4699,aka,"RAMON MAGANA, Alcedis",
452,6895,4730,aka,AUTODEFENSAS UNIDAS DE COLOMBIA,
453,6895,4731,aka,AUC,
454,6897,4733,aka,GSPC,
455,6897,4767,aka,LE GROUPE SALAFISTE POUR LA PREDICATION ET LE COMBAT,
456,6897,5123,aka,SALAFIST GROUP FOR PREACHING AND COMBAT,
457,6897,10759,aka,AL-QA'IDA IN THE ISLAMIC MAGHREB,
458,6897,10760,aka,AQIM,
459,6897,10761,aka,TANZIM AL-QA'IDA FI BILAD AL-MAGHRIB AL-ISLAMIYA,
460,6899,4735,aka,AIAI,
461,6901,4783,aka,"AL-'ADIL, Saif",
462,6902,4738,aka,"AHMAD, Mustafa Muhammad",
463,6903,4739,aka,"AL-WALID, Mahfouz Ould",
464,6903,4740,aka,"AL-SHANQITI, Khalid",
465,6903,4762,aka,"AL-WALID, Mafouz Walad",
466,6905,4741,aka,"HUSAYN, Zayn al-Abidin Muhammad",
467,6905,4784,aka,"HUSAIN, Zain Al-Abidin Muhammad",
468,6905,4785,aka,ABU ZUBAIDA,
469,6905,4786,aka,"AL-WAHAB, Abd Al-Hadi",
470,6905,10004,aka,"HUSSEIN, Zayn al-Abidin Muhammad",
471,6905,10005,aka,"ABU ZUBEIDAH, Zeinulabideen Muhammed Husein",
472,6906,4744,aka,ABU ABDALLAH,
473,6906,4745,aka,"AL-IRAQI, Abdal al-Hadi",
474,6907,4746,aka,"ABDALLAH, Tarwat Salah",
475,6907,4747,aka,"THIRWAT, Shahata",
476,6907,4774,aka,"THIRWAT, Salah Shihata",
477,6908,4769,aka,"FATHI, Amr Al-Fatih",
478,6908,4770,aka,"FARAG, Hamdi Ahmad",
479,6911,4775,aka,AL WAFA,
480,6911,4776,aka,AL WAFA ORGANIZATION,
481,6911,4777,aka,WAFA AL-IGATHA AL-ISLAMIA,
482,6912,4780,aka,AL RASHEED TRUST,
483,6912,4781,aka,AL-RASHID TRUST,
484,6912,4782,aka,AL-RASHEED TRUST,
485,6912,11267,aka,AL AMIN WELFARE TRUST,
486,6912,11268,aka,AL AMIN TRUST,
487,6912,11269,aka,AL AMEEN TRUST,
488,6912,11270,aka,AL-AMEEN TRUST,
489,6912,11271,aka,AL MADINA TRUST,
490,6912,11272,aka,AL-MADINA TRUST,
